Event,Link,Price,Max
Wonen in vernieuwde steden,https://www.eventbrite.nl/e/tickets-wonen-in-vernieuwde-steden-63656949650?aff=ebdssbdestsearch,"€ 413,48",413.48
BTMF: Business Traveller & MICE Fair 2019,https://www.eventbrite.nl/e/registratie-btmf-business-traveller-mice-fair-2019-54339598201?aff=ebdssbdestsearch,Gratis,0.0
Handwerkdagen,https://www.eventbrite.nl/e/tickets-handwerkdagen-56097013678?aff=ebdssbdestsearch,€ 3 – € 7,7.0
De Tekendag - Leer visueel communiceren in n inspirerende dag!,https://www.eventbrite.nl/e/tickets-de-tekendag-leer-visueel-communiceren-in-een-inspirerende-dag-55207455987?aff=ebdssbdestsearch,"€ 325,49 – € 361,79",361.79
Qmusic The Party - 4uur FOUT! in Leidschendam (Zuid-Holland) 26-10-2019,https://www.eventbrite.nl/e/tickets-qmusic-the-party-4uur-fout-in-leidschendam-zuid-holland-26-10-2019-53902077565?aff=ebdssbdestsearch,"€ 11,65 – € 76,65",76.65
Business Congres Almere 2019 -  The future is now,https://www.eventbrite.nl/e/tickets-business-congres-almere-2019-the-future-is-now-63980232598?aff=ebdssbdestsearch,€ 25 – € 45,45.0
Ervaar het zelf dag - Met School Naar Fataal,https://www.eventbrite.nl/e/tickets-ervaar-het-zelf-dag-met-school-naar-fataal-60046080443?aff=ebdssbdestsearch,Gratis,0.0
"MASTERCLASS  ""Alles over hormonen"" door Vivian Reijs",https://www.eventbrite.nl/e/tickets-masterclass-alles-over-hormonen-door-vivian-reijs-69186563875?aff=ebdssbdestsearch,"€ 89,79",89.79
Techstars Startup Weekend Rotterdam 09/20,https://www.eventbrite.com/e/techstars-startup-weekend-rotterdam-0920-tickets-60764219416?aff=ebdssbdestsearch,€26.62 – €92.22,92.22
OPEN Dutch Music Games Championship,https://www.eventbrite.nl/e/tickets-open-dutch-music-games-championship-60668366718?aff=ebdssbdestsearch,"€ 13,50 – € 25",25.0
Onthulling Brekr - the new urban electric moped,https://www.eventbrite.nl/e/tickets-onthulling-brekr-the-new-urban-electric-moped-68262036589?aff=ebdssbdestsearch,Gratis,0.0
Canal Cruise Connect Group Kick-Off (Amsterdam),https://www.eventbrite.com/e/tickets-canal-cruise-connect-group-kick-off-amsterdam-64985627762?aff=ebdssbdestsearch,"€ 0 – € 145,83",145.83
Renie Montessori Bilthoven,https://www.eventbrite.nl/e/tickets-reunie-montessori-bilthoven-59691110719?aff=ebdssbdestsearch,€ 10,10.0
Pitch yourself Effectively & Authentically (men & women welcome),https://www.eventbrite.co.uk/e/pitch-yourself-effectively-authentically-men-women-welcome-tickets-68760908729?aff=ebdssbdestsearch,€25.84 – €53.62,53.62
Dutch Citrix User Group Event 11 oktober 2019,https://www.eventbrite.nl/e/tickets-dutch-citrix-user-group-event-11-oktober-2019-64956935944?aff=ebdssbdestsearch,Gratis,0.0
Amsterdam Trade & Innovate netwerkevent,https://www.eventbrite.com/e/amsterdam-trade-innovate-netwerkevent-tickets-65407069305?aff=ebdssbdestsearch,Free,0.0
Ready? Set. Go! | INretail ledenevent 2019,https://www.eventbrite.nl/e/registratie-ready-set-go-inretail-ledenevent-2019-63468433794?aff=ebdssbdestsearch,Gratis,0.0
"Growth Hacking Masterclass: Strategie, Experimenten en Slimme tools",https://www.eventbrite.nl/e/tickets-growth-hacking-masterclass-strategie-experimenten-en-slimme-tools-68261452843?aff=ebdssbdestsearch,Gratis,0.0
Podcastfestival,https://www.eventbrite.nl/e/tickets-podcastfestival-68776443193?aff=ebdssbdestsearch,NaN,0.0
Smart Industry Event 2019,https://www.eventbrite.nl/e/tickets-smart-industry-event-2019-66193752295?aff=ebdssbdestsearch,€ 200,200.0
